TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
2007,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.734,6.112,2.171,8.949,2.376,7.721,0.5754,6.334,2.06,0.574833,8.763,2.267,0.575624,-9999,-9999,160.8,160.8,5.71E-05,-9999,-9999,305.796,305.795,5.71E-05,-9999,-9999,304.13,296.952,0.532991,-9999,-9999,4.501,4.399,0.57403,98.285,98.305,0.425628,732.464,732.464,0,2.698,2.745,0.554509,0.534867572,0.549714612,84.86434803,0.5706621,NA,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,58.8523,-9999,-9999,0.0821496,40.44,-9999,-9999,0.421571,-9999,-9999,1.10685,0.652055,-1105.88,-1127.08,0.350913,0.327797,9.06046,9.11697,46.012,54.2003,-1111.96,-1126.45,0.359703,0.328767,8.90968,9.11523,45.9825,54.2,-1118.36,-1136.36,0.347721,0.315702,7.59655,7.1963,-1231.81,-1169.77,-1126.57,-1111.08,-1096.85,-1079.55,-1056.65,-1225.09,-1212.48,-1168.33,-1125.91,-1110.64,-1105.62,-1097.62,0.259189,0.304395,0.325742,0.367237,0.398573,0.413413,0.424087,0.281849,0.284589,0.229053,0.331621,0.348231,0.320662,0.385788,3.69581,3.65686,2.03146,2.10082,0.260737,0.238195,0.0301929,0.0303734,0.101894,0.141306,-8.19441,-8.24203,4.51751,4.42821,0.417984,0.394564,0.0392024,0.0394641,0.14123,0.120816,3.65483,3.65715,2.0177,2.09591,0.269432,0.239077,0.0297168,0.0303675,0.101754,0.141305,-8.19487,-8.24004,4.50702,4.42962,0.427413,0.395776,0.0384915,0.0394569,0.141034,0.120814,3.3444,3.51221,3.61835,3.64828,3.68062,3.70684,3.76026,3.37975,3.41174,3.52471,3.65044,3.66327,3.68774,3.71547,0.188763,0.161712,0.314834,0.240835,0.265265,0.248241,0.332091,0.18086,0.190364,0.215754,0.235509,0.281495,0.259455,0.231645,-8.45874,-8.34037,-8.24003,-8.19441,-8.10905,-8.06901,-8.01616,-8.4651,-8.40811,-8.32716,-8.24134,-8.19477,-8.17973,-8.11977,0.344098,0.370612,0.41271,0.417984,0.456285,0.477157,0.486774,0.342024,0.348083,0.27038,0.398263,0.425394,0.433538,0.167394,1279.73,1279.44,1283.04,6.1244,1231.07,1256.91,1265.39,1274.8,1281.29,1301.79,1366.44,1269.64,1277.85,1278.14,5.31568,1213.42,1256.07,1262.08,1274.04,1285.14,1288.63,1339.31,2405.46,2405.89,2419.4,6.43754,2357.42,2385.14,2391.12,2405.91,2439.43,2468.25,2493.52,2393.08,2389.81,2396.5,7.27406,2338.05,2351.73,2358.05,2391.23,2410.6,2440.17,2482.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2008,6.557,1,5.335,1.887,1,7.491,2.084,1,6.484,4.976,2.088,7.676,2.27,6.557,1,5.335,1.887,1,7.491,2.084,1,150.51,0.999089,156.179,150.528,0.999089,294.836,0.998577,301.922,294.848,0.998577,300.742,0.999089,298.946,300.725,0.999089,3.556,1,3.557,3.556,1,98.202,98.184,0.997211,944.659,944.659,0,2.657,2.841,0.978256,0.550317343,0.973246812,71.37647462,0.995560109,303.8518679,0.998576958,-9999,-9999,-9999,-9999,-9999,-9999,384.317,0.999886,7.982,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,10.357,-9999,-9999,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,31.4994,-9999,-9999,0.164218,32.358,-9999,-9999,0.231714,-9999,-9999,22.929,25.0519,-364.769,-367.452,0.988331,0.98742,4.76947,4.72308,8.63239,7.08449,-365.854,-366.85,0.989583,0.987876,4.86598,4.72982,8.68608,7.08899,-365.386,-367.213,0.983765,0.982458,1.11037,0.797694,-380.29,-373.349,-368.202,-365.225,-361.625,-358.959,-354.7,-378.249,-372.351,-369.065,-366.675,-363.53,-361.79,-361.39,0.940061,0.976093,0.984916,0.988103,0.992202,0.993397,0.995845,0.943477,0.974954,0.983151,0.990494,0.989014,0.992429,0.991974,2.39563,2.38613,0.682301,0.670473,0.996338,0.995905,0.011461,0.0112051,0.0148928,0.0141563,-3.14944,-3.15763,3.5632,3.55097,0.981568,0.980483,0.021643,0.021496,0.0425451,0.0367037,2.39799,2.38412,0.721583,0.672558,0.99673,0.996338,0.0119149,0.0112317,0.0152449,0.0141774,-3.15531,-3.15318,3.58139,3.55116,0.983762,0.980866,0.0219813,0.0215221,0.0427182,0.036719,2.38492,2.38887,2.39141,2.39563,2.40181,2.4079,2.42053,2.38503,2.38657,2.38887,2.39561,2.4009,2.40387,2.42842,0.998425,0.997051,0.998254,0.996338,0.998408,0.999804,0.990016,0.99473,0.99473,0.997051,0.996338,0.99673,0.992321,0.960222,-3.2376,-3.19587,-3.17273,-3.15167,-3.13084,-3.12262,-3.1056,-3.24172,-3.19376,-3.17167,-3.15655,-3.14793,-3.13426,-3.12913,0.94338,0.967214,0.976286,0.981193,0.987105,0.988324,0.990114,0.930586,0.965524,0.975614,0.978759,0.982892,0.987011,0.987841,952.983,950.988,962.766,3.07979,944.751,947.535,949.757,953.723,971.755,979.106,1002.27,953.423,950.556,960.336,3.2593,944.08,945.422,946.579,951.894,966.688,980.811,990.966,1321.37,1317.84,1329.98,3.78088,1307.26,1311.05,1312.81,1320.43,1342.39,1350.6,1383.23,1318.65,1316.41,1325.72,4.2053,1298.39,1303.65,1308.2,1316.66,1334.89,1357.05,1365.73,943.973,940.733,952.079,5.72165,916.507,926.972,934.602,942.544,951.725,960.318,1045.6,934.014,940.457,944.031,5.78025,913.436,919.368,924,933.902,946.096,951.725,1033.56,1260.01,1255.28,1282.53,6.34215,1240.73,1258.58,1260.32,1272.41,1280.93,1294.29,1366.78,1269.97,1276.59,1278.26,6.28334,1251.93,1258.07,1258.88,1264.46,1276.58,1287.63,1366.78,-9999,-9999
2009,6.358,0.999772,5.077,1.755,1,7.363,2.085,0.99962,6.223,4.673,2.014,7.447,2.28,6.358,0.999772,5.077,1.755,1,7.363,2.085,0.99962,153.299,0.999829,155.087,153.3,0.999829,297.034,0.826142,298.949,297.746,0.826142,296.096,0.9996,294.966,296.088,0.9996,3.438,0.999772,3.426,3.438,0.999772,98.273,98.228,0.989669,909.413,909.413,0,2.557,2.739,0.974943,0.519503285,0.972716895,70.68158192,0.988755708,300.6415776,0.991324201,-9999,-9999,-9999,-9999,-9999,-9999,384.953,0.999772,7.542,-9999,-9999,-9999,-9999,-9999,0.999943,-9999,-9999,-9999,-9999,-9999,11.152,-9999,-9999,-9999,-9999,-9999,0.999943,-9999,-9999,-9999,-9999,-9999,-9999,-9999,29.0659,-9999,-9999,0.158719,34.0286,-9999,-9999,0.231322,-9999,-9999,22.9068,25.0603,-314.971,-315.654,0.983619,0.983505,4.64008,4.64647,9.9235,9.25272,-315.941,-315.54,0.987215,0.983562,4.63312,4.64359,9.92025,9.25127,-317.883,-318.192,0.97878,0.978375,1.99458,1.80279,-349.328,-325.969,-321.106,-315.151,-310.936,-308.425,-305.312,-349.444,-326,-319.958,-315.757,-312.785,-309.998,-305.919,0.923801,0.967237,0.9754,0.9871,0.992066,0.994977,0.993265,0.933619,0.967637,0.975514,0.97734,0.991781,0.992009,0.992922,2.29198,2.29303,0.602489,0.599146,0.988697,0.988697,0.0116773,0.0116302,0.0231157,0.0247363,-2.84898,-2.85333,3.30352,3.30399,0.977507,0.977324,0.020864,0.0209228,0.0409616,0.0359722,2.27637,2.28961,0.600209,0.600221,0.995396,0.988697,0.0116074,0.0116275,0.0230805,0.024735,-2.84326,-2.85096,3.31151,3.3032,0.979716,0.977419,0.0208709,0.0209078,0.0409652,0.0359634,2.25402,2.26803,2.27503,2.28564,2.30382,2.30793,2.33195,2.25172,2.26642,2.27573,2.28973,2.30375,2.31009,2.33263,0.975525,0.926052,0.995396,0.989994,0.985149,0.998912,0.998912,0.957619,0.932868,0.995396,0.980668,0.985149,0.998912,0.998912,-3.00296,-2.89342,-2.87336,-2.84665,-2.82888,-2.82292,-2.81862,-3.00405,-2.89033,-2.86658,-2.85254,-2.83907,-2.83181,-2.82696,0.916175,0.960558,0.965288,0.981868,0.987638,0.98847,0.992953,0.926615,0.960546,0.963142,0.977138,0.985205,0.985948,0.987299,954.175,955.088,966.678,3.43884,942.625,950.848,954.262,961.055,967.698,977.945,1010.47,956.091,942.625,967.891,4.71602,936.861,942.611,951.341,959.736,968.426,978.271,1040.47,1269.52,1270.63,1284.87,5.03543,1258.57,1263.79,1266.86,1272.02,1284.18,1303.94,1355.25,1271.82,1258.57,1285.77,6.49615,1245,1257.72,1263.44,1270.41,1284.17,1304.24,1384.47,952.02,944.738,960.609,4.51029,920.091,935.228,942.533,959.414,969.071,974.912,1009.96,939.84,947.242,952.26,6.18101,893.861,902.947,926.958,945.917,967.528,981.113,1020.16,1233.85,1229.76,1242.08,3.05169,1205.7,1227,1233.3,1238.6,1249.9,1257.34,1274.04,1241.76,1230.42,1238.99,4.91054,1201.85,1205.88,1222.06,1233.52,1249.57,1257.34,1305.79,-9999,-9999
2010,8.392,0.999543,7.047,1.714,1,9.429,2.132,0.999148,8.275,6.692,1.937,9.523,2.296,8.394,0.999543,7.047,1.714,1,9.432,2.128,0.999148,157.037,0.999258,155.818,156.953,0.999258,309.467,0.999258,307.189,309.494,0.999258,308.947,0.999144,305.995,308.986,0.999144,4.189,0.999543,4.191,4.189,0.999543,98.185,98.157,0.987158,839.905,839.905,0,2.622,2.777,0.953938,0.539833774,0.953938356,82.87276641,0.907305936,307.090332,0.995490868,-9999,-9999,-9999,-9999,-9999,-9999,387.223,0.997089,8.858,8.997,-9999,-9999,-9999,-9999,1,0.9996,-9999,-9999,-9999,-9999,12.037,12.438,-9999,-9999,-9999,-9999,1,0.999144,-9999,-9999,-9999,-9999,-9999,-9999,34.3813,-9999,-9999,0.186104,34.0668,-9999,-9999,0.225515,-9999,-9999,22.9205,24.9589,-244.897,-245.167,0.97597,0.978082,4.69659,4.66298,6.80934,6.88676,-247.069,-245.167,0.977797,0.978082,4.67394,4.66298,6.79373,6.88676,-240.469,-241.533,0.971036,0.972412,1.5586,1.27591,-247.923,-247.033,-244.696,-243.178,-239.659,-237.172,-228.244,-247.82,-247.441,-245.356,-243.855,-242.008,-237.305,-228.233,0.978881,0.977226,0.978196,0.981906,0.987957,0.986244,0.93282,0.978881,0.979852,0.978425,0.975628,0.969692,0.986644,0.949943,2.53891,2.54285,0.673454,0.68802,0.990248,0.991732,0.0132366,0.0129971,0.0257726,0.0221025,-2.64941,-2.65033,3.37423,3.39308,0.965821,0.968649,0.0204474,0.0203816,0.023542,0.0235702,2.53941,2.54285,0.683456,0.68802,0.991732,0.991732,0.0129692,0.0129971,0.0256363,0.0221025,-2.65685,-2.65033,3.39088,3.39308,0.968032,0.968649,0.0204574,0.0203816,0.0235507,0.0235702,2.52151,2.52739,2.53259,2.54497,2.55428,2.57162,2.64248,2.51849,2.52295,2.527,2.53855,2.54836,2.55871,2.6399,0.992267,0.992267,0.992397,0.991732,0.996326,0.982487,0.971751,0.992267,0.992267,0.987335,0.985953,0.990561,0.992397,0.971881,-2.66198,-2.65542,-2.65287,-2.64419,-2.63515,-2.63209,-2.62323,-2.66287,-2.65778,-2.65395,-2.64597,-2.6351,-2.6341,-2.62645,0.960689,0.963852,0.965165,0.91282,0.974324,0.987145,0.980488,0.944296,0.962504,0.970189,0.965418,0.974812,0.978878,0.98039,1018.38,1017.3,1027.77,3.05874,1008.86,1014.85,1016.31,1020.65,1029.95,1031.86,1071.05,1027.74,1016.05,1032.53,4.50497,1008.88,1015,1017.32,1027.27,1031.86,1050.19,1073.46,1263.55,1262.46,1269.3,2.05459,1255.52,1259.43,1261.3,1263.74,1271.59,1278.89,1294.61,1271.59,1263.12,1273,3.11243,1256.52,1260.35,1262.09,1265.99,1274.15,1291.22,1304.11,992.298,1022.15,972.189,6.40813,895.387,915.135,937.858,980.878,994.535,1019.91,1028.47,988.98,988.866,974.184,6.73946,883.598,924.532,937.858,976.765,1010.99,1021.98,1033.08,1190.26,1211.1,1183.02,3.81768,1141.32,1151.39,1167.11,1187.6,1198.56,1210.86,1218.2,1191.22,1187.72,1184.31,4.20056,1141.32,1150.42,1159.46,1189.33,1204.55,1214.9,1219.41,-9999,-9999
2011,7.431,1,6.275,1.803,1,8.322,2.154,1,7.482,5.971,2.023,8.67,2.279,7.431,1,6.275,1.803,1,8.322,2.154,1,151.785,0.999829,154.764,151.787,0.999829,313.287,0.983733,304.353,313.032,0.983733,302.577,0.999829,302.198,302.575,0.999829,3.889,1,3.851,3.889,1,98.189,98.15,0.99726,902.412,902.412,0,2.631,2.762,0.949315,0.524522033,0.935901826,74.0002674,0.720605023,298.2357187,1,-9999,-9999,29.3019628,0.8875,359.1179247,0.797659817,387.059,0.998973,8.208,8.293,-9999,-9999,-9999,-9999,1,1,-9999,-9999,-9999,-9999,11.7,11.878,-9999,-9999,-9999,-9999,1,0.999886,-9999,-9999,-9999,-9999,-9999,-9999,30.0966,-9999,-9999,0.173403,34.682,-9999,-9999,0.228806,-9999,-9999,22.9123,25.0795,-325.96,-329.447,0.97968,0.976655,4.91471,4.88504,9.03086,9.00079,-318.76,-329.757,0.982306,0.978196,5.0668,4.88742,9.11453,9.00209,-324.016,-325.186,0.972964,0.969999,1.23073,1.3824,-335.818,-333.479,-331.824,-321.14,-318.952,-318.326,-315.079,-338.707,-333.732,-331.916,-326.112,-319.349,-318.612,-316.196,0.9629,0.970148,0.97597,0.984817,0.989441,0.989212,0.994349,0.923116,0.970205,0.968664,0.980822,0.982192,0.989269,0.987158,2.3946,2.39284,0.62975,0.623753,0.995506,0.994046,0.01171,0.0115082,0.0275425,0.0219792,-2.96252,-2.97808,3.45,3.45261,0.966105,0.961002,0.0224068,0.0223283,0.0478628,0.0485967,2.41452,2.38154,0.643321,0.626152,0.996085,0.994046,0.0119116,0.0115009,0.0276289,0.0219754,-2.94402,-2.97048,3.44612,3.45001,0.970251,0.964137,0.0231698,0.0223448,0.0482247,0.0486043,2.32803,2.36111,2.37363,2.38744,2.3946,2.41097,2.41803,2.36133,2.37425,2.38134,2.3901,2.39592,2.4117,2.4228,0.999609,0.998294,0.983013,0.994046,0.995506,0.997213,0.996085,0.998294,0.998199,0.99374,0.997323,0.981253,0.997213,0.980427,-3.01731,-2.99664,-2.98703,-2.94139,-2.91873,-2.91205,-2.89507,-3.02043,-3.00506,-2.99405,-2.96164,-2.9247,-2.91873,-2.91332,0.897399,0.952232,0.951311,0.971586,0.97779,0.982678,0.987116,0.936769,0.904532,0.958939,0.967611,0.980644,0.97779,0.982492,993.293,991.951,988.59,3.62006,948.888,965.419,968.27,990.861,999.22,1009.15,1026.73,993.093,990.616,983.36,3.94974,943.889,950.231,963.997,987.322,996.926,1004.88,1024.97,1316.62,1321.71,1313.78,4.14591,1268.62,1283.82,1287.96,1320.6,1331.27,1338.02,1357.58,1321.84,1309.38,1307.38,4.53533,1264.94,1271.61,1283.82,1307.22,1330.51,1335.76,1349.18,998.876,982.771,999.591,4.18405,949.48,980.999,986.644,997.457,1013.87,1027.56,1037.61,1002.29,1025.1,1003.08,3.47416,975.418,982.343,984.699,999.862,1020.72,1026.3,1040.38,1251.8,1244.04,1270.06,2.59173,1245.56,1254.62,1260.8,1269.36,1284.42,1288.12,1291.88,1268.5,1281.4,1269.75,2.54658,1241.84,1251.6,1258.5,1268.5,1281.54,1286.78,1293.03,-9999,-9999
